Unnamed: 0,25%_acc_x,25%_acc_y,25%_vel_x,25%_vel_y,50%_acc_x,50%_acc_y,50%_vel_x,50%_vel_y,75%_acc_x,75%_acc_y,75%_vel_x,75%_vel_y,acceleration,acceleration_percentile_25,acceleration_percentile_50,acceleration_percentile_75,area,avg_acc_x,avg_acc_y,avg_acceleration,avg_devs,avg_vel_x,avg_vel_y,avg_velocity,direction,displacement,duration,endX,endY,final_acceleration,final_speed,final_velocity,initial_acceleration,initial_speed,initial_velocity,length,max_devs,median_area,speed,speed_percentile_25,speed_percentile_50,speed_percentile_75,startX,startY,velocity,velocity_percentile_25,velocity_percentile_50,velocity_percentile_75,faulty
0,0.0036102104938273,-0.0202158231481481,0.0988583000000018,-0.5882636166666673,-0.0022404990740741,0.0040354783950617,0.0241037999999996,-0.1552802222222216,-0.0004024959150326,-0.0010837286310821,-0.0016835499999988,-0.05500623888889,0.0002671218433418,0.002187667284674,0.0008459548707558,0.0004591100188952,0.0,0.000459945376383,-0.000562139013198,0.0139458367405844,7.197582859638519,0.0395397114567165,-0.224094173395922,0.2351526784772296,-1.4170942439960708,189.82987084905892,843.0,382.5,128.3901367,0.0,0.1701507983547994,0.0,0.0090005743908066,0.6662155571092995,0.6660425049196885,195.4449464759976,10.592307975515128,0.0,0.2318445391174348,0.4776041896348507,0.3525990574546547,0.2820208625980627,353.4375,315.9821167,0.2251837139371992,0.4769114680589345,0.3510712713636866,0.2805162215449832,False
1,0.000933456485294,-0.0401735731323529,-0.0281448350000005,0.5954040550000002,0.0008739802160494,0.0049900009876541,0.0313093388888887,0.1933966777777761,0.0,-0.0009685315259899,0.0,0.0225830078947374,0.0004159146244498,0.003469724272812,0.0015416892020532,0.0007806300613763,0.0,-8.590272547831466e-05,0.001096396622417,0.021030305235156,6.180485538949103,-0.0132872610368141,0.359374839529119,0.3667171877509596,-1.5277214594492043,241.49833119906907,762.0,333.194458,357.0461426,0.0,0.0,0.0,0.0026395728535829,0.1319786426791452,0.1319786426791452,246.26528261603931,14.003177703723944,0.0,0.3231827855853534,0.7327121826239019,0.5787540034819154,0.4340123981748381,343.59375,115.7718201,0.3169269438307993,0.7286420972905202,0.5735083831638174,0.430127163818394,False
2,-0.0028934897530865,-0.0054309985802471,0.061874394444443,-0.4024759944444472,-0.001493055940023,0.0024859798346789,0.0003392823529412,-0.0600298705882363,0.0007144537037036,0.0026005932643428,0.0249684666666654,-0.0560048388888879,0.0002445950992178,0.00149318120812,0.0007304658251482,0.000468905058804,0.0,4.7331393258819936e-05,4.117283070278267e-05,0.0128783312979381,2.499250131051149,0.0146083286686471,-0.2320076935846282,0.2359753867311562,-1.5302929243487662,162.06773436132332,814.0,358.125,234.8044434,0.0,0.0,0.0,0.0006137471256065,0.0595334711838393,0.0595334711838393,165.3114814181333,11.433623458170986,0.0,0.2030853580075347,0.3834131110885864,0.3061655844065507,0.2728747236872707,351.5625,396.7392578,0.1991004107632964,0.3732953020300036,0.298760522485653,0.2672758835183002,False
3,0.0010452271990739,-0.0021865517746915,0.0303497333333319,-0.1106736944444466,-2.7024324324342712e-05,0.0008782789455593,0.0,-0.0251316378378367,0.001626830103806,0.0029020207612456,0.0326556058823524,-0.0586045235294116,9.294980893359316e-05,0.0003962436156651,0.0001769438788785,0.0001103713695204,0.0,7.716311001606839e-05,-0.0001337867376021,0.007410409705498,5.976361522127002,0.017672870590528,-0.1281707597764224,0.1317984084645596,-1.4642353784296522,149.68274726411,1269.0,355.295166,227.7162781,0.0014221512746952,0.0774358842495361,0.0839069252070221,0.0007051674040896,0.129840524753365,0.1283404675443093,153.6817325757014,11.0685277451871,0.0,0.1211045961983462,0.1597294199707031,0.126559364511177,0.1116613717365103,339.375,376.5499878,0.1179533075367297,0.1553274973407466,0.1227990519417035,0.1081639421300038,False
4,0.0,0.0014813659222946,0.0,-0.0561421722222235,0.0028690043829296,0.0030167227989234,0.0357522411764702,0.0023408764705884,0.0014201975308642,-0.0010021820987653,0.0313076444444454,-0.1503957111111115,4.303835314382394e-05,0.0003577505523861,0.0001070760570333,4.910091214940024e-05,0.0,2.6741888064242868e-05,-0.0001416188922119,0.0061757814382366,18.304777794823767,0.0163734265237788,-0.1052946950606923,0.1141212966429926,-1.429896722867438,233.6509153825058,2330.0,415.3125,178.8632812,0.0020884043288897,0.1842996287145011,0.1754259636267417,0.0015931300772503,0.2588230729743392,0.2580870725145566,250.14257135177672,28.44538974605599,0.0,0.1073573267604191,0.2056897339538043,0.1274182637440803,0.0955378221709804,382.5,410.1987305,0.1002793628251097,0.204991066517264,0.1222808571320922,0.0894127610240578,False
5,-8.475308640577673e-07,-0.0154270126543207,0.031265261111113,-0.545939127777776,-0.0014512383900928,-0.0002751302677107,0.0,-0.0845336882352933,-0.0005183003267974,0.0019658904652056,0.0,-0.0630493176470582,0.0002636026480509,0.0018192124954619,0.0008613511870299,0.0004964253286439,0.0,7.591559021783442e-06,-0.0006785958939846,0.0100420867045812,2.201121253534199,0.0145458900160126,-0.1798457125227,0.1833927884281556,-1.4835941850910983,106.62621672601522,636.0,362.7237549,264.4403687,0.0,0.0,0.0,0.0018840295757989,0.1356501294575257,0.1356501294575257,108.59673130441888,3.32942868140406,0.0,0.1707495775226711,0.3421556836766704,0.2867365009436283,0.2277983755436852,353.4375,370.661438,0.1676512841604013,0.3420119491468417,0.2859685940939467,0.2268663751902886,False
6,0.0018046553633217,-2.724429065718113e-05,0.0637601941176459,-0.178567329411762,6.313053297189192e-06,-0.0004971675347566,0.0,-0.0382988170731703,-0.0016750427015248,0.0001886684458969,0.0030110666666682,-0.0561150444444441,8.319848512831993e-05,0.0007897522789029,0.0002267784753935,0.0001184510840821,0.0,0.0002826345456975,9.035006761377832e-05,0.0072343271064708,9.255472383010405,0.014771260173185,-0.1198521484068035,0.1257589201155565,-1.496535043628865,154.79044878729871,1364.0,350.390625,227.2334595,0.0007749682994594,0.0694100673796157,0.03952338327243,0.0024083529647187,0.3114028570688217,0.3106775324487153,162.2280643091136,16.403923794349453,0.0,0.1189355310184117,0.2831023334008312,0.1681252720932203,0.1307196955413057,338.90625,381.59729,0.1134827337150283,0.2772030498949201,0.1616930529556277,0.1259135023793005,False
7,0.0,0.003424214766082,0.0,0.1122436500000011,-0.000373298765432,-0.0002813457561728,-0.0134387555555548,0.017054238888889,-0.0010758819883323,0.0107659289742342,0.0303233727272733,-0.1890744272727276,1.88238263196876e-05,0.0010576935143701,0.0002848788915927,5.830537438089508e-05,0.0,3.215035483807142e-05,-8.446819526502865e-05,0.0125645244808873,24.163963324855533,0.0051504643643015,0.0315838092449249,0.2146040567312389,1.438432209372955,47.94835158272937,1596.0,374.765625,184.3312378,0.0006370866902753,0.0605009156037576,0.0299430744429405,0.0067840147063022,0.5836399079713243,0.583425264741991,280.7483399699789,37.01820007745094,0.0,0.1759074811841973,0.3782732312753048,0.2131271379054705,0.1770480549399013,368.4375,136.8023071,0.0300428268062214,0.3775965846301315,0.2122347742366113,0.074980711453831,False
8,0.0011235990612495,0.0017995324869189,0.0539920210526301,-0.1415630105263164,-0.0016385302469134,-0.0029696240740741,-0.0147467722222213,-0.307308622222223,-0.0012068567901234,0.0033699317901233,-0.0577053444444446,-0.1526353611111106,0.0004084469170736,0.0013700356186442,0.0009225685178493,0.0007155323851796,0.0,0.0003365286280087,0.0001255739144293,0.0112916570825312,3.0702887647751167,-0.0127100841309061,-0.2046655365041499,0.2098686836542803,1.40427387055137,93.32358540065395,478.0,335.625,331.6256104,0.0,0.0,0.0,0.0031055434979049,0.2235991318491537,0.2235991318491537,97.30379594545676,10.456751616840505,0.0,0.2035644266641354,0.2485083311508081,0.2542710757270692,0.2614896710285274,351.09375,423.6582642,0.1952376263612007,0.2329060551695262,0.2407903831586899,0.2504363348128887,False
9,0.0001544331997813,-0.0308762968676016,0.033134911764705,-0.7955429941176483,-9.745328612935444e-05,0.0054485070079881,0.0312856055555559,-0.1494208444444464,0.0002003345838645,-4.779697687129165e-05,-0.021265364705882,-0.0788251117647057,0.0004649137990752,0.0040436994928337,0.0017365709177703,0.0009294300328197,0.0,-6.95983503038361e-05,0.001246418562023,0.014365157379031,1.4829054380616578,0.0022519067425336,-0.2456707802465131,0.248003911714554,-1.5648893999131122,119.03466946002004,506.0,387.421875,302.9432373,0.0,0.0,0.0,0.0029813628363517,0.1192545134540695,0.1192545134540695,120.1518255610059,3.1325752580316744,0.0,0.2374542007134504,0.5428004243091941,0.4202060318022745,0.3252136363444853,386.71875,421.9758301,0.2352463823320554,0.5418557320397286,0.4185135911826611,0.3234416514212742,False
